"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm"
"abdelju8720152016","Justin.Abdelkader","RL","DET",87,20152016,28,"2.250","1.800",20,23,43,0.75,0.87,1.62,-6,53.24,99.39,12.2,12.6,18.33
"abergpo9320152016","Pontus.Aberg","LR","NSH",2,20152016,21,"0.807","0.781",0,0,0,0,0,0,0,30,100,NA,14.84,6.26
"agostke9220152016","Kenny.Agostino","L","CGY",2,20152016,23,"0.830","0.830",0,0,0,0,0,0,0,58.7,84.62,0,-5.21,13.21
"agozzan9120152016","Andrew.Agozzino","LC","COL",9,20152016,24,"0.600","0.600",0,2,2,0,1.53,1.53,1,45.26,100.69,0,-1.13,8.7
"alzneka8820152016","Karl.Alzner","D","WSH",94,20152016,26,"2.800","2.800",4,19,23,0.12,0.58,0.7,-10,43.35,101.48,4.49,-26.8,21.06
"anderjo8920152016","Joakim.Andersson","C","DET",34,20152016,26,"0.815","0.815",1,3,4,0.21,0.64,0.85,-1,41.13,96.85,4.76,-16.81,8.33
"anderjo9420152016","Josh.Anderson","RL","CBJ",12,20152016,21,"0.693","0.709",1,3,4,0.47,1.41,1.89,0,43.5,100.79,9.09,-7.48,10.61
"andrean9120152016","Andy.Andreoff","CL","L.A",61,20152016,24,"0.575","0.588",8,2,10,0.89,0.22,1.11,0,50.81,101.07,16.67,5.6,8.84
"andrisv9320152016","Sven.Andrighetto","RL","MTL",44,20152016,22,"0.650","0.633",7,10,17,0.69,0.98,1.66,6,55.39,100.32,9.46,22.88,13.93
"angelmi8520152016","Mike.Angelidis","L","T.B",4,20152016,30,"0.650","0.650",1,0,1,1.66,0,1.66,0,51.92,116.67,100,-9.29,9.02
"anisiar8820152016","Artem.Anisimov","C","CHI",84,20152016,27,"4.000","3.283",23,22,45,0.91,0.87,1.78,4,50.95,103.39,17.04,16.12,18.03
"archijo9220152016","Josh.Archibald","RL","PIT",1,20152016,22,"0.667","0.659",0,0,0,0,0,0,0,12.5,NA,NA,-6.41,5.61
"arcobma8820152016","Mark.Arcobello","CR","TOR",20,20152016,27,"1.100","1.100",3,1,4,0.7,0.23,0.93,3,63.9,98.42,6.98,23.47,12.86
"armiajo9320152016","Joel.Armia","R","WPG",43,20152016,22,"0.833","0.902",4,6,10,0.45,0.67,1.12,1,51.19,98,7.69,0.3,12.41
"arvidvi9320152016","Viktor.Arvidsson","LR","NSH",70,20152016,22,"0.640","0.632",9,9,18,0.61,0.61,1.21,-3,54.23,95.77,5.52,3,12.7
"athanan9420152016","Andreas.Athanasiou","L","DET",42,20152016,21,"0.667","0.659",10,5,15,1.57,0.79,2.36,18,49.42,101.3,15.87,6.78,9.1
"atkinca8920152016","Cam.Atkinson","R","CBJ",81,20152016,26,"2.500","3.500",27,26,53,1.13,1.09,2.21,8,51.34,98.07,11.95,1.13,17.73
"backeda8420152016","David.Backes","RC","STL",93,20152016,31,"4.750","4.500",27,30,57,0.9,1,1.9,-24,50.81,102.81,14.29,-10.6,19.33
"backlmi8920152016","Mikael.Backlund","C","CGY",82,20152016,26,"3.575","3.575",21,26,47,0.94,1.16,2.1,-6,51.29,98.89,13.55,-7.36,16.41
"backsni8720152016","Nicklas.Backstrom","C","WSH",87,20152016,27,"6.500","6.700",22,59,81,0.78,2.08,2.86,-5,57.3,104.17,14.38,10.28,19.53
"baertsv9220152016","Sven.Baertschi","LR","VAN",69,20152016,22,"0.900","0.900",15,13,28,0.96,0.83,1.8,9,50.42,99.21,13.89,7.16,13.54
"bailejo8920152016","Josh.Bailey","RL","NYI",90,20152016,25,"3.500","3.300",14,21,35,0.6,0.89,1.49,-2,49.58,99.64,11.48,-0.02,15.69
"baileju9520152016","Justin.Bailey","C","BUF",8,20152016,20,"0.667","0.670",0,0,0,0,0,0,0,48.02,91.81,0,9.41,12.01
"barbema9020152016","Mark.Barberio","D","MTL",30,20152016,25,"0.600","0.600",2,8,10,0.27,1.06,1.33,-1,54.04,98.47,6.25,6.13,15.06
"barkoal9520152016","Aleksander.Barkov","C","FLA",72,20152016,20,"0.925","0.925",30,32,62,1.27,1.36,2.63,13,51.16,101.75,15.15,4.55,19.67
"barrity9120152016","Tyson.Barrie","D","COL",78,20152016,24,"3.200","2.600",13,36,49,0.43,1.2,1.63,5,50.55,100.7,7.56,16.08,23.08
"bartkma8820152016","Matt.Bartkowski","D","VAN",80,20152016,27,"1.750","1.750",6,12,18,0.24,0.48,0.72,-17,43.83,99.27,7.06,1.81,18.66
"bartlvi8820152016","Victor.Bartley","D","MTL/NSH",10,20152016,27,"0.800","0.667",0,0,0,0,0,0,-3,45.93,104.46,0,-1.28,13.4
"bassxco8720152016","Cody.Bass","R","NSH",23,20152016,28,"0.575","0.575",0,0,0,0,0,0,3,38.8,95.93,0,-54.63,7.29
"baunxky9220152016","Kyle.Baun","F","CHI",2,20152016,23,"0.792","0.859",0,0,0,0,0,0,0,40.62,85.71,0,33.13,9.82
"beaglja8520152016","Jay.Beagle","RC","WSH",69,20152016,29,"1.750","1.750",11,9,20,0.69,0.57,1.26,-1,42.59,100.1,12.36,-27.68,13.84
"beaucfr8020152016","Francois.Beauchemin","D","COL",82,20152016,35,"4.500","4.500",8,26,34,0.23,0.76,1,-11,41.62,99.61,6.3,-15.85,24.99
"beaulna9220152016","Nathan.Beaulieu","D","MTL",64,20152016,22,"1.000","1.000",2,17,19,0.11,0.91,1.01,-5,52.19,98.42,2.7,2.08,17.56
"beckxta9120152016","Taylor.Beck","RL","NYI",2,20152016,24,"0.875","0.875",0,0,0,0,0,0,0,38.46,100,NA,12.24,8.53
"belesma8820152016","Matt.Beleskey","L","BOS",80,20152016,27,"4.000","3.800",16,22,38,0.76,1.05,1.81,-5,53.45,101.23,9.47,10.28,15.77
"bellepi8520152016","Pierre-Edouard.Bellemare","CL","PHI",79,20152016,30,"0.700","0.713",7,8,15,0.39,0.45,0.84,-1,39.15,96.49,6.67,-18.69,13.64
"bennebe9120152016","Beau.Bennett","LR","PIT",33,20152016,23,"0.800","0.800",6,6,12,0.9,0.9,1.8,-4,55.2,101.01,11.54,6.83,12.15
"bennesa9620152016","Sam.Bennett","C","CGY",77,20152016,19,"0.925","0.925",18,18,36,0.93,0.93,1.87,13,53.58,98.97,13.24,12.73,15.03
"bennxja8920152016","Jamie.Benn","L","DAL",95,20152016,26,"5.750","5.250",46,58,104,1.41,1.78,3.2,4,56.33,101.39,16.49,15.86,20.55
"bennxjo8720152016","Jordie.Benn","D","DAL",65,20152016,28,"0.850","0.700",3,9,12,0.18,0.53,0.71,-4,44.74,100.55,5.17,-1.65,15.57
"benoian8420152016","Andre.Benoit","D","STL",2,20152016,31,"0.600","0.600",0,0,0,0,0,0,0,31.71,116.67,NA,1.36,13.62
"bergepa8520152016","Patrice.Bergeron","C","BOS",80,20152016,30,"8.750","6.875",32,36,68,1.21,1.36,2.56,-13,58.45,99.13,11.35,-2.22,19.9
"berglpa8820152016","Patrik.Berglund","C","STL",56,20152016,27,"3.700","3.700",14,9,23,0.99,0.64,1.63,-3,47.98,103.15,12.84,-11.03,15.1
"bernist8520152016","Steve.Bernier","R","NYI",30,20152016,30,"0.750","0.750",1,5,6,0.17,0.85,1.02,0,45.83,101.61,3.03,-4.16,11.72
"bertsch9420152016","Christoph.Bertschy","C","MIN",3,20152016,21,"0.693","0.776",0,0,0,0,0,0,0,21.28,100,0,-7.63,7.29
"bickebr8620152016","Bryan.Bickell","L","CHI",25,20152016,29,"4.500","4.000",0,2,2,0,0.48,0.48,2,52.23,96.46,0,24.68,9.99
"biegaal8820152016","Alex.Biega","D","VAN",51,20152016,27,"0.600","0.600",0,7,7,0,0.48,0.48,-1,44.47,99.5,0,4.65,17.05
"biekske8120152016","Kevin.Bieksa","D","ANA",77,20152016,34,"2.500","4.600",4,12,16,0.15,0.45,0.6,-12,49.14,100.1,3.33,-5.09,20.94
"bigrach9520152016","Chris.Bigras","D","COL",31,20152016,20,"0.865","0.874",1,2,3,0.14,0.29,0.43,-7,41.72,100.74,4.76,12.21,13.36
"bitetan9020152016","Anthony.Bitetto","D","NSH",42,20152016,25,"0.665","0.665",1,5,6,0.12,0.59,0.71,-5,47.91,100.79,3.45,6.5,12.05
"bjorkol9520152016","Oliver.Bjorkstrand","R","CBJ",12,20152016,20,"0.693","0.678",4,4,8,1.24,1.24,2.49,6,54.11,107.56,16,6.34,16.07
"bjugsni9220152016","Nick.Bjugstad","C","FLA",72,20152016,23,"2.850","4.100",17,21,38,0.9,1.11,2.01,0,56.96,100.64,8.85,9.37,15.79
"blandjo9420152016","Joseph.Blandisi","RC","N.J",41,20152016,21,"0.665","0.648",5,12,17,0.47,1.14,1.61,-2,51.98,99.42,11.63,18.67,15.44
"blundmi8620152016","Mike.Blunden","RL","T.B",27,20152016,28,"NA","NA",3,2,5,0.85,0.56,1.41,-2,48.6,101.14,15.79,-5.5,7.87
"bodnaan8820152016","Andrew.Bodnarchuk","D","CBJ/COL",37,20152016,27,"0.650","0.650",0,4,4,0,0.52,0.52,-4,41.52,99.48,0,3.31,12.53
"boedkmi8920152016","Mikkel.Boedker","RL","ARI/COL",80,20152016,25,"3.750","3.750",17,34,51,0.69,1.38,2.07,9,55.42,98.28,10.24,24.3,18.48
"bogosza9020152016","Zach.Bogosian","D","BUF",64,20152016,25,"5.250","5.143",7,17,24,0.3,0.72,1.01,-6,47.01,99.38,5.79,4.76,22.22
"bollada8620152016","Dave.Bolland","C","FLA",25,20152016,29,"5.500","5.500",1,4,5,0.17,0.68,0.85,-6,40.52,99.48,3.85,-10.82,14.1
"bollibr8720152016","Brandon.Bollig","L","CGY",54,20152016,28,"1.300","1.250",2,2,4,0.24,0.24,0.48,-13,43.78,95.69,3.57,-11.15,9.22
"bollxja8620152016","Jared.Boll","R","CBJ",30,20152016,29,"1.700","1.700",1,2,3,0.29,0.58,0.87,-2,33.72,100.47,9.09,-2.52,6.89
"boninni8820152016","Nick.Bonino","CL","PIT",74,20152016,27,"1.900","1.900",11,28,39,0.56,1.44,2,-7,47.6,102.73,10.09,-9.94,15.82
"borowma8920152016","Mark.Borowiecki","D","OTT",63,20152016,26,"1.000","1.100",1,1,2,0.06,0.06,0.13,-9,38.12,97.72,3.7,-26.78,14.96
"borturo8920152016","Robert.Bortuzzo","D","STL",44,20152016,26,"1.050","1.050",2,2,4,0.2,0.2,0.41,-12,53.3,99.41,3.92,-7.36,13.4
"bouchre9320152016","Reid.Boucher","LR","N.J",39,20152016,22,"0.743","0.693",8,11,19,0.85,1.17,2.03,3,49.02,100.05,10.81,11.87,14.42
"boulter7620152016","Eric.Boulton","L","NYI",6,20152016,39,"0.575","0.575",0,0,0,0,0,0,0,34.21,93.71,0,10.76,8.98
"boumala9020152016","Lance.Bouma","C","CGY",44,20152016,25,"2.100","2.200",2,5,7,0.23,0.56,0.79,9,39.59,94.81,4.08,-14.59,12.1
"bourqga9020152016","Gabriel.Bourque","L","NSH",22,20152016,24,"0.866","0.866",1,3,4,0.22,0.66,0.88,1,41.94,98.85,4,-34.12,12.42
"bourqre8120152016","Rene.Bourque","LR","CBJ",49,20152016,33,"2.500","3.333",3,5,8,0.35,0.59,0.95,-3,46.46,96.88,3.9,-6.9,10.36
"bouwmja8320152016","Jay.Bouwmeester","D","STL",86,20152016,31,"5.600","5.400",3,20,23,0.09,0.6,0.69,-8,43.43,99.31,2.48,-18.57,23.22
"boychjo8420152016","Johnny.Boychuk","D","NYI",81,20152016,31,"7.500","6.000",9,16,25,0.31,0.56,0.87,-3,46.6,100.74,4.84,-11.51,21.3
"boyesbr8220152016","Brad.Boyes","R","TOR",60,20152016,33,"0.700","0.700",8,16,24,0.67,1.33,2,1,64.74,97.22,9.41,16.4,11.99
"boylebr8420152016","Brian.Boyle","CL","T.B",86,20152016,30,"2.000","2.000",16,7,23,0.83,0.36,1.2,-1,46.66,97.18,12.12,-9.22,13.41
"boyleda7620152016","Dan.Boyle","D","NYR",78,20152016,39,"4.500","4.500",10,15,25,0.41,0.61,1.02,-8,53.65,100.85,10,21.68,18.85
"bozakty8620152016","Tyler.Bozak","C","TOR",57,20152016,29,"5.000","4.200",12,23,35,0.73,1.4,2.13,1,58.19,99.46,12.12,19.1,17.29
"brassde8720152016","Derick.Brassard","C","NYR",85,20152016,27,"6.000","5.000",28,34,62,1.11,1.34,2.45,-2,55.05,103.41,14.51,25.35,17.87
"braunju8720152016","Justin.Braun","D","S.J",92,20152016,28,"3.800","3.800",4,22,26,0.13,0.7,0.83,-11,46.44,99.58,3.15,-18.75,20.4
"brenntj8920152016","T.J..Brennan","D","TOR",7,20152016,26,"NA","NA",1,0,1,0.56,0,0.56,-3,50.79,92,9.09,5.54,15.23
"brickco9220152016","Connor.Brickley","C","FLA",23,20152016,23,"0.665","0.652",1,4,5,0.3,1.19,1.49,-4,41.02,102.28,7.69,10.93,8.75
"brodijo9320152016","Jonas.Brodin","D","MIN",74,20152016,22,"2.500","4.167",3,7,10,0.12,0.28,0.4,-5,40.82,99.69,5.08,-21.11,20.3
"broditj9020152016","T.J..Brodie","D","CGY",70,20152016,25,"NA","NA",6,39,45,0.21,1.34,1.54,7,48.23,98.92,7.59,-10.84,25.02
"brodzky8420152016","Kyle.Brodziak","C","STL",90,20152016,31,"0.900","0.900",7,4,11,0.46,0.26,0.72,-4,43.47,98.17,12.5,-19.33,10.21
"brouwtr8520152016","Troy.Brouwer","R","STL",96,20152016,30,"3.750","3.667",23,26,49,0.82,0.93,1.75,-3,48.2,101.78,13.77,-10.3,17.5
"brownch9120152016","Chris.Brown","C","WSH",1,20152016,24,"0.575","0.575",0,0,0,0,0,0,0,66.67,100,0,-50,8.09
"brownco9420152016","Connor.Brown","R","TOR",7,20152016,21,"0.718","0.718",1,5,6,0.59,2.93,3.52,2,61.54,99.57,9.09,23.48,14.62
"browndu8420152016","Dustin.Brown","LR","L.A",87,20152016,30,"7.250","5.875",11,18,29,0.47,0.76,1.23,14,55.62,96.3,4.91,-5.88,16.29
"brownjt9020152016","J.T..Brown","RL","T.B",80,20152016,25,"NA","NA",8,14,22,0.45,0.79,1.24,6,46.64,102.07,5.84,-9.83,13.28
"brownmi85062420152016","Mike.Brown","RL","MTL/S.J",58,20152016,30,"1.250","1.200",2,3,5,0.26,0.38,0.64,-5,43.62,98.2,3.92,-2.91,8.06
"brownpa9220152016","Patrick.Brown","RC","CAR",7,20152016,23,"0.665","0.652",1,1,2,0.72,0.72,1.44,-1,49.02,109.91,12.5,-13.03,11.9
"bulmebr9220152016","Brett.Bulmer","RL","MIN",3,20152016,23,"0.600","0.600",0,0,0,0,0,0,1,22.58,90.91,0,-22.38,6.55
"burakan9520152016","Andre.Burakovsky","CL","WSH",91,20152016,20,"0.925","0.925",18,21,39,0.92,1.07,1.99,3,54.42,99.95,12.68,12.98,12.91
"burmial9120152016","Alex.Burmistrov","CR","WPG",81,20152016,23,"1.500","1.550",7,14,21,0.32,0.65,0.97,6,44.65,97.33,6.86,-10.1,16.04
"burnsbr8520152016","Brent.Burns","DR","S.J",94,20152016,30,"5.760","5.760",31,59,90,0.76,1.45,2.21,-11,55.93,100.66,7.83,13.03,25.98
"burroal8120152016","Alex.Burrows","RL","VAN",79,20152016,34,"4.000","4.500",9,13,22,0.45,0.65,1.09,1,49.93,97.47,6.67,3.55,15.26
"butlech8620152016","Chris.Butler","D","STL",5,20152016,28,"0.675","0.675",0,0,0,0,0,0,-2,39.45,101.79,0,3.85,11.08
"byfugdu8520152016","Dustin.Byfuglien","D","WPG",81,20152016,30,"6.000","5.200",19,34,53,0.56,0.99,1.55,-28,56.22,99.58,7.69,10.48,25.32
"byronpa8920152016","Paul.Byron","C","MTL",62,20152016,26,"0.900","0.900",11,7,18,0.78,0.49,1.27,14,44.8,96.63,21.57,-18.74,13.7
"callary8520152016","Ryan.Callahan","R","T.B",83,20152016,30,"6.400","5.800",11,20,31,0.45,0.83,1.28,11,48.9,100.47,6.43,-1.46,17.5
"calvema8920152016","Matthew.Calvert","L","CBJ",73,20152016,25,"1.500","2.200",11,13,24,0.6,0.71,1.3,2,41.19,99.11,9.65,-11.34,15.13
"cammami8220152016","Mike.Cammalleri","LC","N.J",42,20152016,33,"5.000","5.000",14,24,38,1.06,1.82,2.88,-1,53.98,105.85,13.73,29.02,18.84
"campban8820152016","Andrew.Campbell","D","TOR",6,20152016,27,"0.575","0.575",0,1,1,0,0.85,0.85,0,44.2,102.14,0,1.12,11.7
"campbbr7920152016","Brian.Campbell","D","FLA",88,20152016,36,"7.143","7.143",6,26,32,0.18,0.8,0.98,2,54.17,102.19,5.61,8.52,22.24
"campbgr8320152016","Gregory.Campbell","CL","CBJ",82,20152016,31,"1.700","1.500",3,8,11,0.2,0.55,0.75,-5,34.83,98.27,5.17,-14.44,10.72
"careypa8820152016","Paul.Carey","L","WSH",4,20152016,26,"0.575","0.575",1,0,1,1.51,0,1.51,1,47.17,99.22,20,4.49,9.93
"carlema8420152016","Matt.Carle","D","T.B",72,20152016,30,"5.500","5.500",2,10,12,0.1,0.49,0.59,-14,43.88,100.3,3.33,-12.77,16.96
"carlsjo9020152016","John.Carlson","D","WSH",68,20152016,25,"4.000","3.967",13,38,51,0.47,1.37,1.84,3,53.54,102.52,7.51,5.61,24.48
"caronjo9020152016","Jordan.Caron","LR","STL",4,20152016,24,"0.600","0.600",0,0,0,0,0,0,0,44.68,80,0,-1.22,7.95
"carpery9120152016","Ryan.Carpenter","R","S.J",1,20152016,24,"0.925","0.925",0,0,0,0,0,0,0,40,100,NA,16.67,8.08
"carrico9420152016","Connor.Carrick","D","TOR/WSH",19,20152016,21,"0.655","0.637",2,2,4,0.41,0.41,0.82,-4,56.94,95,9.52,-0.27,15.35
"carrisa92020420152016","Sam.Carrick","C","TOR",3,20152016,23,"0.600","0.600",0,0,0,0,0,0,-2,31.58,90.91,0,0.72,10.15
"carritr9420152016","Trevor.Carrick","D","CAR",2,20152016,21,"0.700","0.675",0,0,0,0,0,0,0,46.77,95.74,0,26.9,16.25
"carrxda9120152016","Daniel.Carr","L","MTL",23,20152016,23,"0.892","0.843",6,3,9,1.31,0.66,1.97,-1,59.13,97.65,15.38,9.75,11.92
"carteje8520152016","Jeff.Carter","CR","L.A",82,20152016,30,"7.000","5.273",26,38,64,1.03,1.51,2.54,5,57.12,100.62,10.2,8.64,18.47
"cartery8320152016","Ryan.Carter","C","MIN",62,20152016,32,"0.625","0.625",7,5,12,0.62,0.44,1.05,3,33.75,97.52,11.11,-31.56,11.01
"catenda9320152016","Daniel.Catenacci","CL","BUF",11,20152016,22,"0.575","0.612",0,0,0,0,0,0,2,42.95,95.71,0,9.07,8.65
"cecixco9320152016","Cody.Ceci","D","OTT",75,20152016,21,"0.833","0.894",10,16,26,0.42,0.67,1.09,-3,40.64,101.8,8.62,-15.76,19.15
"chapumi9220152016","Michael.Chaput","CL","CBJ",8,20152016,23,"0.650","0.650",1,1,2,0.81,0.81,1.63,1,48.46,109.56,10,7.01,9.21
"charazd7720152016","Zdeno.Chara","D","BOS",80,20152016,38,"7.000","6.917",9,28,37,0.28,0.87,1.16,-13,46.37,99.86,5.7,-19.1,24.02
"chiarbe9120152016","Ben.Chiarot","D","WPG",70,20152016,24,"0.850","0.850",1,9,10,0.06,0.53,0.58,-4,46.76,98.29,1.33,-6.47,14.68
"chiasal9020152016","Alex.Chiasson","R","OTT",77,20152016,24,"1.200","1.200",8,6,14,0.46,0.34,0.8,-9,43.48,101.94,9.09,-14.27,13.69
"chimeja7920152016","Jason.Chimera","L","WSH",94,20152016,36,"2.000","2.000",21,21,42,0.98,0.98,1.96,-2,49.57,100.75,11.54,2.55,13.71
"chipcky8620152016","Kyle.Chipchura","C","ARI",70,20152016,29,"0.950","0.875",4,8,12,0.34,0.67,1.01,-1,42.18,96.26,8.51,-14.23,10.19
"chornta8720152016","Taylor.Chorney","D","WSH",62,20152016,28,"0.700","0.700",1,6,7,0.07,0.45,0.52,-9,45.75,101.99,3.33,13.01,13.04
"cizikca9120152016","Casey.Cizikas","C","NYI",91,20152016,24,"1.200","1.000",8,25,33,0.4,1.26,1.66,-3,41.06,100.9,8.33,-26.78,13.12
"claesfr9220152016","Fredrik.Claesson","D","OTT",16,20152016,22,"0.600","0.600",0,2,2,0,0.38,0.38,-1,46.24,95.55,0,-10.06,19.51
"clarkda8420152016","David.Clarkson","R","CBJ",23,20152016,31,"5.500","5.250",2,2,4,0.56,0.56,1.12,1,41.82,95.3,8.33,6.23,9.33
"clendad9220152016","Adam.Clendening","D","PIT/EDM",29,20152016,22,"0.761","0.761",1,6,7,0.14,0.82,0.96,-6,49.81,102.89,2.33,10.55,15.06
"cliffky9120152016","Kyle.Clifford","L","L.A",61,20152016,24,"1.350","1.600",3,7,10,0.32,0.75,1.08,-1,53.86,100.21,4.41,5.51,9.15
"cluneri8720152016","Rich.Clune","L","TOR",19,20152016,28,"0.575","0.575",0,4,4,0,1.59,1.59,3,52.44,99.16,0,-2.74,7.94
"cluttca8720152016","Cal.Clutterbuck","R","NYI",88,20152016,27,"3.000","2.750",17,9,26,0.94,0.5,1.44,9,41.66,101.89,17.17,-25.63,12.32
"coburbr8520152016","Braydon.Coburn","D","T.B",90,20152016,30,"4.000","4.500",1,11,12,0.04,0.43,0.47,-6,45.09,101.19,0.99,-15.77,17.02
"coglian8720152016","Andrew.Cogliano","C","ANA",89,20152016,28,"2.900","3.000",11,25,36,0.53,1.2,1.73,-2,47.72,99.49,8.03,-13.47,14.03
"colaica8320152016","Carlo.Colaiacovo","D","BUF",36,20152016,32,"0.900","0.900",1,4,5,0.12,0.48,0.6,-2,48.77,95.82,3.45,8.97,14
"colbojo9020152016","Joe.Colborne","C","CGY",73,20152016,25,"1.275","1.275",19,25,44,1.03,1.35,2.38,-5,53,98.13,19,3.62,15.19
"colexia8920152016","Ian.Cole","D","PIT",81,20152016,26,"1.500","2.100",0,13,13,0,0.56,0.56,-19,43.98,99.93,0,-9.97,17.16
"collise8820152016","Sean.B..Collins","L","WSH",2,20152016,26,"0.575","0.575",0,0,0,0,0,0,1,42.31,87.5,NA,-15.48,8.33
"comeabl8620152016","Blake.Comeau","RL","COL",81,20152016,29,"2.400","2.400",12,24,36,0.51,1.01,1.52,-7,45.63,99.01,8.45,-13.97,17.52
"condrer8620152016","Erik.Condra","RL","T.B",57,20152016,29,"1.000","1.250",6,5,11,0.6,0.5,1.1,-7,50.2,94.29,10.34,-10.94,10.49
"connake9020152016","Kevin.Connauton","D","ARI/CBJ",65,20152016,25,"0.800","0.683",5,12,17,0.27,0.66,0.93,-6,48.74,101.79,4.59,8.37,16.81
"connobr9220152016","Brett.Connolly","R","BOS",71,20152016,23,"1.025","1.025",9,16,25,0.59,1.05,1.64,0,53.95,100.5,9.47,0.63,12.87
"coppxan9420152016","Andrew.Copp","C","WPG",77,20152016,21,"0.925","0.925",7,6,13,0.68,0.58,1.26,3,43.95,102.19,12.73,-9.52,8.02
"cormipa9020152016","Patrice.Cormier","LC","WPG",2,20152016,25,"NA","NA",0,0,0,0,0,0,0,80,100,0,22.77,4.84
"corrafr9320152016","Frank.Corrado","D","TOR",39,20152016,22,"0.632","0.632",1,5,6,0.11,0.54,0.65,-7,54.43,95.74,2.17,8.73,14.23
"cousini9320152016","Nick.Cousins","C","PHI",42,20152016,22,"0.800","0.812",6,5,11,0.81,0.67,1.48,13,54.07,102.13,13.33,6.42,10.65
"coutulo8920152016","Logan.Couture","C","S.J",64,20152016,26,"6.000","6.000",22,31,53,1.15,1.63,2.78,5,60.08,101.37,13.02,20.63,17.87
"coutuse9220152016","Sean.Couturier","C","PHI",64,20152016,22,"2.000","1.750",11,28,39,0.56,1.43,2,4,52.03,101.19,9.17,-10.67,18.3
"cowenja9120152016","Jared.Cowen","D","OTT",37,20152016,24,"3.700","3.100",0,4,4,0,0.38,0.38,-4,37.4,102.62,0,-19.68,17.26
"coylech9220152016","Charlie.Coyle","RC","MIN",88,20152016,23,"1.900","3.200",22,22,44,0.87,0.87,1.74,28,51.58,101.18,14.38,9.54,17.23
"crackad8520152016","Adam.Cracknell","C","VAN/EDM",52,20152016,30,"0.575","0.575",5,5,10,0.46,0.46,0.93,3,44.52,98.49,7.35,-7.29,12.44
"crosbsi8720152016","Sidney.Crosby","C","PIT",91,20152016,28,"12.000","8.700",39,56,95,1.24,1.78,3.01,5,60.18,102.07,14.23,20.03,20.78
"crossto8920152016","Tommy.Cross","D","BOS",3,20152016,26,"0.600","0.600",0,1,1,0,1.61,1.61,1,45.45,93.45,NA,-20.26,12.4
"cullema7620152016","Matt.Cullen","LC","PIT",93,20152016,38,"0.800","0.800",19,18,37,0.88,0.83,1.71,8,40.85,100.63,14.5,-33.53,13.98
"cunnicr9020152016","Craig.Cunningham","RC","ARI",10,20152016,25,"0.700","0.700",0,1,1,0,0.58,0.58,0,42.22,99.61,0,-12.44,10.29
"dahlbkl9120152016","Klas.Dahlbeck","D","ARI",71,20152016,24,"0.605","0.605",2,6,8,0.11,0.32,0.43,-13,39.53,97.7,3.12,-12.58,15.66
"daleytr8320152016","Trevor.Daley","D","PIT/CHI",93,20152016,31,"3.100","3.300",7,27,34,0.24,0.92,1.16,-9,54.65,101.3,4.64,7.09,18.88
"dalpeza8920152016","Zac.Dalpe","RC","MIN",5,20152016,25,"0.600","0.600",1,0,1,1.4,0,1.4,0,44,95.83,33.33,-0.28,8.55
"danauph9320152016","Phillip.Danault","CL","MTL/CHI",51,20152016,22,"0.833","0.863",4,6,10,0.38,0.56,0.94,0,48.36,96.85,5.56,-20.99,12.49
"danoxma9420152016","Marko.Dano","C","WPG/CHI",34,20152016,20,"0.925","0.925",5,5,10,0.71,0.71,1.42,5,55.39,96.03,9.26,12.3,12.42
"datsypa7820152016","Pavel.Datsyuk","CL","DET",71,20152016,37,"7.000","7.500",16,32,48,0.69,1.38,2.08,6,63.7,100.53,8.04,21.31,19.54
"dauphla9520152016","Laurent.Dauphin","C","ARI",8,20152016,20,"0.718","0.745",1,0,1,0.65,0,0.65,0,44,98.19,14.29,10.71,11.54
"davidbr9120152016","Brandon.Davidson","D","EDM",51,20152016,24,"0.585","0.585",4,7,11,0.24,0.43,0.67,-7,45.54,101.04,6.35,-12.66,19.23
"dehaaca9120152016","Calvin.De.Haan","D","NYI",83,20152016,24,"2.000","1.967",2,16,18,0.07,0.56,0.63,-5,45.93,98.87,1.82,-15.31,20.75
"dekeyda9020152016","Danny.Dekeyser","D","DET",83,20152016,25,"2.250","2.188",8,13,21,0.27,0.44,0.71,-13,43.76,98.1,10.39,-23.33,21.44
"delarja9520152016","Jacob.De.La.Rose","CL","MTL",22,20152016,20,"0.925","0.925",0,1,1,0,0.22,0.22,-1,37.18,96.19,0,-25.4,12.28
"deleoch9520152016","Chase.De.Leo","C","WPG",2,20152016,19,"0.685","0.721",0,0,0,0,0,0,0,41.67,112.5,0,-17.39,7.89
"delzomi9020152016","Michael.Del.Zotto","D","PHI",52,20152016,25,"3.750","3.875",4,9,13,0.2,0.45,0.65,0,48.89,97.55,4.08,-5.55,23.24
"demeldy9320152016","Dylan.Demelo","D","S.J",45,20152016,22,"0.625","0.633",2,2,4,0.2,0.2,0.4,1,55.29,100.02,4.76,7.78,13.47
"demerja8820152016","Jason.Demers","D","DAL",75,20152016,27,"3.650","3.400",7,19,26,0.27,0.74,1.02,-18,50.47,100.39,6.31,-9.63,20.41
"deshada8620152016","David.Desharnais","C","MTL",65,20152016,29,"3.500","3.500",11,18,29,0.64,1.05,1.68,10,56.52,99.46,12.22,14.62,15.9
"desjaan8620152016","Andrew.Desjardins","C","CHI",83,20152016,29,"0.800","0.800",8,5,13,0.44,0.28,0.72,4,43.99,95.91,8,-37.74,13.04
