"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm"
"matthsh8820152016","Shawn.Matthias","LC","TOR/COL",71,20152016,27,"2.300","2.300",12,16,28,0.75,1,1.75,-2,47.89,96.26,11.88,4.68,13.56
"mayfisc9220152016","Scott.Mayfield","D","NYI",6,20152016,22,"0.925","0.925",1,0,1,0.6,0,0.6,-2,41.11,89.96,25,-16.43,16.63
"mcbaija8820152016","Jamie.McBain","D","L.A",48,20152016,27,"0.600","0.600",2,7,9,0.21,0.73,0.93,-3,59.69,101.72,5.88,20.95,12.06
"mccabja9320152016","Jake.McCabe","D","BUF",77,20152016,21,"0.925","0.925",4,10,14,0.16,0.4,0.57,1,44.91,100.75,6.45,-3.79,19.25
"mccanja9620152016","Jared.McCann","C","VAN",69,20152016,19,"0.925","0.894",9,9,18,0.63,0.63,1.26,1,50.26,99.59,8.49,8.62,12.41
"mccarjo8620152016","John.McCarthy","LC","S.J",1,20152016,29,"0.600","0.600",0,0,0,0,0,0,0,0,NA,NA,20.83,7.38
"mccarmi9520152016","Michael.McCarron","R","MTL",20,20152016,20,"0.925","0.863",1,1,2,0.25,0.25,0.5,-2,48.13,92.01,2.44,6.37,11.98
"mccleja8320152016","Jay.McClement","C","CAR",77,20152016,32,"1.300","1.200",3,8,11,0.2,0.54,0.75,-5,40.63,93.87,4.69,-23.79,11.47
"mccorma9220152016","Max.McCormick","L","OTT",20,20152016,23,"0.655","0.642",2,2,4,0.56,0.56,1.13,-4,49.1,93.99,5.41,-2.82,10.64
"mcdavco9720152016","Connor.McDavid","C","EDM",45,20152016,18,"0.925","0.925",16,32,48,1.14,2.27,3.41,9,58.1,98.92,15.24,19.53,18.78
"mcdonco8420152016","Colin.McDonald","R","PHI",8,20152016,30,"0.625","0.625",1,0,1,0.89,0,0.89,0,38.83,102.78,12.5,13.97,8.45
"mcdonry8920152016","Ryan.McDonagh","D","NYR",76,20152016,26,"4.500","4.700",9,25,34,0.32,0.88,1.2,2,47.18,102.08,7.76,-12.41,22.39
"mcfarjo9220152016","John.McFarland","R","FLA",3,20152016,23,"0.851","0.851",0,0,0,0,0,0,0,32.61,92.86,0,-26.99,10.5
"mcginbr9420152016","Brock.McGinn","L","CAR",21,20152016,21,"0.843","0.812",3,1,4,0.78,0.26,1.04,-2,43.81,89.95,12,-5.81,11.03
"mcginja8820152016","Jamie.McGinn","LR","ANA/BUF",91,20152016,27,"3.000","2.950",24,17,41,1.14,0.8,1.94,2,55.77,100.22,14.91,13.36,13.93
"mcginty9020152016","Tye.McGinn","L","T.B",2,20152016,25,"0.625","0.625",0,0,0,0,0,0,0,48,100,0,-12.08,8.97
"mcilrdy9220152016","Dylan.McIlrath","D","NYR",35,20152016,23,"0.600","0.600",2,2,4,0.25,0.25,0.49,-9,48.72,101.64,6.9,-5.89,13.98
"mckeggr9220152016","Greg.McKegg","C","FLA",16,20152016,23,"0.700","0.700",2,0,2,0.88,0,0.88,-1,42.13,101.81,13.33,4.2,8.54
"mckencu9120152016","Curtis.McKenzie","L","DAL",4,20152016,24,"0.650","0.675",0,0,0,0,0,0,3,45.76,93.33,0,-5.35,8.79
"mcleoco8420152016","Cody.McLeod","LR","COL",82,20152016,31,"1.500","1.333",8,5,13,0.56,0.35,0.91,-6,40.85,100.76,10.96,-13.7,10.48
"mcnabbr9120152016","Brayden.McNabb","D","L.A",86,20152016,24,"0.675","0.650",2,12,14,0.07,0.45,0.52,-17,54.37,97.85,2.06,-4.31,18.64
"mcneima9320152016","Mark.McNeill","RC","CHI",1,20152016,22,"0.833","0.863",0,0,0,0,0,0,0,33.33,100,NA,-11.91,13.46
"mcquaad8620152016","Adam.McQuaid","D","BOS",64,20152016,28,"3.000","2.750",0,9,9,0,0.46,0.46,-13,43.42,99.51,0,-13.69,18.15
"medveye8220152016","Yevgeni.Medvedev","D","PHI",45,20152016,33,"3.000","3.000",4,8,12,0.29,0.57,0.86,-10,54.01,101.25,5.63,5.84,18.7
"megnaja9020152016","Jayson.Megna","C","NYR",6,20152016,25,"0.600","0.600",1,1,2,0.82,0.82,1.64,0,56.43,93.41,11.11,9.02,12.21
"melchju9120152016","Julian.Melchiori","D","WPG",11,20152016,23,"0.600","0.600",0,0,0,0,0,0,2,43.53,100.8,0,12.12,13.29
"merrijo9220152016","Jon.Merrill","D","N.J",47,20152016,23,"0.840","0.840",1,4,5,0.08,0.3,0.38,-9,43.86,95.42,3.33,12.52,16.82
"merscmi9220152016","Michael.Mersch","L","L.A",17,20152016,22,"0.792","0.787",1,2,3,0.34,0.68,1.02,2,41.4,103.94,4.35,-2.68,10.4
"methoma8520152016","Marc.Methot","D","OTT",69,20152016,30,"4.900","4.900",5,7,12,0.21,0.3,0.52,-12,42.61,101.95,6.76,-9.41,20.24
"michami8420152016","Milan.Michalek","LR","OTT/TOR",45,20152016,30,"4.000","4.000",7,9,16,0.58,0.75,1.33,-3,50.73,101.47,10.94,1.6,16.1
"michazb8220152016","Zbynek.Michalek","D","ARI",70,20152016,32,"3.200","3.200",2,5,7,0.1,0.25,0.35,-1,38.24,100.17,2.9,-18.35,16.95
"milanso9620152016","Sonny.Milano","L","CBJ",3,20152016,19,"0.925","0.894",0,1,1,0,1.55,1.55,0,55.22,105.36,0,8.54,12.91
"millean8820152016","Andrew.Miller","RC","EDM",6,20152016,26,"0.630","0.630",0,0,0,0,0,0,1,49.35,95.36,0,7.27,9.2
"milleco9220152016","Colin.Miller","D","BOS",42,20152016,22,"0.620","0.603",3,13,16,0.27,1.16,1.43,-5,54.48,99.99,5.08,19.51,15.96
"milledr8420152016","Drew.Miller","LR","DET",28,20152016,31,"1.350","1.350",1,1,2,0.16,0.16,0.32,-1,29.08,97.46,3.7,-40.1,13.54
"millejt9320152016","J.T..Miller","C","NYR",87,20152016,22,"NA","NA",22,24,46,1,1.09,2.1,-3,52.83,101.12,15.83,17.36,15.14
"milleke8720152016","Kevan.Miller","D","BOS",71,20152016,27,"0.850","0.800",5,13,18,0.22,0.58,0.8,-5,44.44,100.04,7.81,-13.84,18.91
"mitchjo8520152016","John.Mitchell","C","COL",71,20152016,30,"1.800","1.800",10,11,21,0.56,0.62,1.18,-8,38.94,98.96,9.9,-16.59,15.05
"mitchto8520152016","Torrey.Mitchell","C","MTL",71,20152016,30,"1.000","1.200",11,8,19,0.73,0.53,1.27,-7,42.81,98.8,15.94,-25.26,12.68
"mitchwi7720152016","Willie.Mitchell","D","FLA",46,20152016,38,"4.250","4.250",1,6,7,0.06,0.39,0.45,-3,36.3,100.01,3.03,-30.82,20.13
"moenxtr8220152016","Travis.Moen","RL","DAL",29,20152016,33,"1.850","1.850",0,2,2,0,0.52,0.52,2,42.08,95.69,0,-6.2,7.94
"monahse9420152016","Sean.Monahan","C","CGY",81,20152016,20,"0.925","0.925",27,36,63,1.05,1.4,2.45,2,54.31,99.77,13.71,18.68,19.02
"mooredo8020152016","Dominic.Moore","CL","NYR",85,20152016,35,"1.500","1.500",7,9,16,0.37,0.47,0.84,-7,37.07,98.64,7.07,-41.03,13.44
"moorejo9020152016","John.Moore","D","N.J",73,20152016,24,"1.300","1.667",4,15,19,0.16,0.62,0.78,-10,43.1,100.56,3.77,3.97,19.99
"morrijo9520152016","Joshua.Morrissey","D","WPG",1,20152016,20,"0.925","0.894",0,0,0,0,0,0,0,42.86,100,0,18.89,14.88
"morrojo9220152016","Joe.Morrow","D","BOS",33,20152016,22,"0.833","0.863",1,6,7,0.11,0.69,0.8,0,49.44,98.25,2.27,5.9,15.81
"mouilka8720152016","Kael.Mouillierat","C","PIT",1,20152016,28,"0.575","0.575",0,0,0,0,0,0,-1,33.33,100,0,6.49,10.93
"moulsma8320152016","Matt.Moulson","L","BUF",81,20152016,31,"6.000","5.000",8,13,21,0.5,0.82,1.32,4,56.07,100.92,7.21,12.94,11.78
"mozikvo9220152016","Vojtech.Mozik","D","N.J",7,20152016,22,"0.667","0.680",0,0,0,0,0,0,-1,49.25,100.39,0,29.07,13.04
"muellmi9520152016","Mirco.Mueller","D","S.J",11,20152016,20,"0.925","0.925",0,0,0,0,0,0,-1,52.4,92.16,0,-0.05,10.87
"murphco9320152016","Connor.Murphy","D","ARI",78,20152016,22,"0.833","0.863",6,11,17,0.22,0.41,0.63,-4,45.12,100.81,5.94,-8.62,20.6
"murphry9320152016","Ryan.Murphy","D","CAR",35,20152016,22,"0.833","0.863",0,10,10,0,1,1,1,55.39,99.28,0,13.78,17.06
"murrary9320152016","Ryan.Murray","D","CBJ",82,20152016,21,"0.833","0.894",4,21,25,0.13,0.69,0.82,-18,48.45,100.04,4.44,6.59,22.41
"muzzija8920152016","Jake.Muzzin","D","L.A",87,20152016,26,"3.000","4.000",9,35,44,0.27,1.03,1.3,-21,56.58,98.88,4.09,-0.82,23.33
"myersty9020152016","Tyler.Myers","D","WPG",73,20152016,25,"5.000","5.500",9,18,27,0.33,0.66,0.99,-12,51.13,99.07,6.43,0.13,22.34
"naklaja8720152016","Jakub.Nakladal","D","CGY",27,20152016,27,"0.818","0.818",2,3,5,0.32,0.47,0.79,2,56.55,96.64,4.76,12.87,14.08
"namesvl9220152016","Vladislav.Namestnikov","LC","T.B",90,20152016,22,"0.874","0.874",15,22,37,0.74,1.08,1.82,4,57.34,102.36,12.61,9.72,13.55
"nashxri8420152016","Rick.Nash","LR","NYR",65,20152016,31,"7.900","7.800",17,23,40,0.91,1.24,2.15,8,51.81,101.55,8.81,17.9,17.15
"nashxri8920152016","Riley.Nash","CR","CAR",64,20152016,26,"1.150","1.150",9,13,22,0.65,0.94,1.59,2,52.31,99.02,11.84,2.63,13.01
"nealxja8720152016","James.Neal","RL","NSH",96,20152016,28,"5.000","5.000",35,31,66,1.14,1.01,2.14,-3,59.03,104.08,11.11,25.06,19.26
"neilxch7920152016","Chris.Neil","R","OTT",80,20152016,36,"1.500","1.900",5,8,13,0.4,0.64,1.04,-6,49.65,99.94,7.14,-7.2,9.38
"nelsobr9120152016","Brock.Nelson","CL","NYI",92,20152016,23,"1.500","2.500",27,18,45,1.12,0.75,1.87,1,51.21,99.32,13.99,13.44,15.68
"nemetpa9220152016","Patrik.Nemeth","D","DAL",38,20152016,23,"0.900","0.900",0,8,8,0,0.8,0.8,-3,48.88,98.04,0,-3.54,15.71
"nessxaa9020152016","Aaron.Ness","D","WSH",8,20152016,25,"0.575","0.575",0,2,2,0,1.15,1.15,0,52.97,108.21,0,21.73,13.1
"nesteni9320152016","Nikita.Nesterov","D","T.B",65,20152016,22,"0.792","0.743",3,7,10,0.19,0.44,0.63,-7,52.89,100.64,4.62,21.78,14.61
"nestran9120152016","Andrej.Nestrasil","C","CAR",55,20152016,24,"0.875","0.912",9,14,23,0.68,1.06,1.75,2,58.62,100.36,8.57,-0.67,14.34
"nichuva9520152016","Valeri.Nichushkin","R","DAL",89,20152016,20,"0.925","0.925",9,21,30,0.44,1.04,1.48,5,54.63,99.77,6,4.62,13.66
"niedeni9220152016","Nino.Niederreiter","LR","MIN",88,20152016,23,"2.600","2.667",21,28,49,0.93,1.24,2.17,-1,58.31,100.79,11.8,8.17,15.4
"nielsfr8420152016","Frans.Nielsen","C","NYI",92,20152016,31,"3.500","2.750",23,35,58,0.82,1.25,2.07,8,53.23,100.58,11.11,4.46,18.31
"nietoma9220152016","Matt.Nieto","LR","S.J",78,20152016,22,"0.792","0.759",9,11,20,0.53,0.65,1.19,5,45.86,97.75,8.82,-9.48,12.98
"nikitni8620152016","Nikita.Nikitin","D","EDM",11,20152016,29,"4.500","4.500",0,1,1,0,0.38,0.38,-2,53.47,94.05,0,11.16,14.33
"niskama8620152016","Matt.Niskanen","D","WSH",94,20152016,28,"5.750","5.750",5,30,35,0.13,0.78,0.91,-12,49.24,101.72,2.99,-15.3,24.59
"noesest9320152016","Stefan.Noesen","RL","ANA",1,20152016,22,"0.833","0.863",0,0,0,0,0,0,1,36.36,100,NA,-10.29,9.31
"nolanjo8920152016","Jordan.Nolan","RL","L.A",52,20152016,26,"0.850","0.950",0,5,5,0,0.65,0.65,-4,49.88,100.84,0,0.57,8.92
"nordsjo9220152016","Joakim.Nordstrom","C","CAR",71,20152016,23,"0.605","0.605",10,14,24,0.54,0.76,1.3,14,45.82,100.37,12.35,-18.47,15.64
"nosekto9220152016","Tomas.Nosek","L","DET",6,20152016,23,"0.792","0.792",0,0,0,0,0,0,-1,45.21,81.82,0,-0.16,9.94
"nugenry9320152016","Ryan.Nugent-Hopkins","C","EDM",55,20152016,22,"6.000","6.000",12,22,34,0.69,1.26,1.95,3,52.43,100.05,11.01,14.72,18.99
"nurseda9520152016","Darnell.Nurse","D","EDM",69,20152016,20,"0.925","0.863",3,7,10,0.13,0.3,0.44,-12,42.08,98.86,2.5,-10.31,19.99
"nylanwi9620152016","William.Nylander","C","TOR",22,20152016,19,"0.925","0.894",6,7,13,0.99,1.16,2.15,5,61.9,100.57,13.95,23.6,16.47
"nyquigu8920152016","Gustav.Nyquist","LR","DET",87,20152016,26,"4.000","4.750",18,26,44,0.82,1.18,1.99,-3,62.54,99.93,10.47,21.15,15.23
"nystrer8320152016","Eric.Nystrom","LR","NSH",47,20152016,32,"3.000","2.500",7,0,7,0.78,0,0.78,-3,40.8,95.72,25.93,-45.77,11.5
"obrieji8920152016","Jim.O'Brien","RC","N.J",4,20152016,26,"NA","NA",0,0,0,0,0,0,1,42.25,85.71,0,13.28,12.93
"oduyajo8120152016","Johnny.Oduya","D","DAL",95,20152016,33,"3.750","3.750",5,19,24,0.16,0.6,0.76,1,45.2,99.33,6.67,-18.14,20.06
"oestejo9220152016","Jordan.Oesterle","D","EDM",17,20152016,23,"0.792","0.767",0,5,5,0,0.83,0.83,0,50.78,101.65,0,9.57,21.18
"okposky8820152016","Kyle.Okposo","R","NYI",90,20152016,27,"4.500","2.800",24,48,72,0.86,1.72,2.58,1,57.48,100.94,9.76,25.49,18.63
"oleksja9220152016","Jamie.Oleksiak","D","DAL",19,20152016,22,"0.875","0.875",0,2,2,0,0.49,0.49,-1,48.99,92.89,0,0.54,12.83
"olofsgu9420152016","Gustav.Olofsson","D","MIN",2,20152016,20,"0.767","0.795",0,0,0,0,0,0,0,46.43,100,0,-8.33,9.29
"olsendy9120152016","Dylan.Olsen","D","FLA",8,20152016,24,"0.850","0.775",0,1,1,0,0.56,0.56,-1,42.6,99.87,0,2.8,13.44
"oneilbr8820152016","Brian.O'Neill","R","N.J",22,20152016,27,"NA","NA",0,2,2,0,0.52,0.52,-1,42.32,97.16,0,-10.03,10.4
"oreilca8620152016","Cal.O'Reilly","C","BUF",20,20152016,28,"NA","NA",3,4,7,0.81,1.08,1.89,0,51.75,102.21,30,16.82,11.08
"oreilry9120152016","Ryan.O'Reilly","C","BUF",71,20152016,24,"NA","NA",21,39,60,0.82,1.52,2.33,10,51.9,98.58,13.38,-1.08,21.74
"orlovdm9120152016","Dmitry.Orlov","D","WSH",93,20152016,24,"2.250","2.000",8,22,30,0.33,0.9,1.22,8,54.66,99.98,8.42,17.02,15.85
"orpikbr8020152016","Brooks.Orpik","D","WSH",47,20152016,34,"5.500","5.500",3,7,10,0.19,0.44,0.63,-13,46.76,100.61,8.57,-11.53,20.42
"oshietj8620152016","T.J..Oshie","LR","WSH",92,20152016,28,"NA","NA",32,29,61,1.1,0.99,2.09,13,55.66,103.13,14.75,11.13,19.06
"ottxxst8220152016","Steve.Ott","C","STL",28,20152016,33,"2.600","2.600",0,3,3,0,0.65,0.65,0,43.23,96.66,0,-29.74,9.91
"ouellxa9320152016","Xavier.Ouellet","D","DET",5,20152016,22,"0.650","0.670",0,1,1,0,0.75,0.75,-1,45.93,97.38,0,-11.29,15.96
"ovechal8520152016","Alex.Ovechkin","LR","WSH",91,20152016,29,"10.000","9.538",55,28,83,1.75,0.89,2.64,-2,62.54,103.79,11.96,22.35,20.7
"paajama9120152016","Magnus.Paajarvi","RL","STL",48,20152016,24,"0.700","0.700",3,6,9,0.29,0.58,0.87,7,55.11,95.37,3.41,1.13,12.99
"pacioma8820152016","Max.Pacioretty","L","MTL",82,20152016,26,"4.000","4.500",30,34,64,1.17,1.33,2.5,-3,57.83,97.76,9.9,17.67,18.76
"pageaje9220152016","Jean-Gabriel.Pageau","C","OTT",82,20152016,22,"0.700","0.900",19,24,43,0.84,1.06,1.9,8,44.34,101.35,14.29,-25.15,16.59
"paillda8420152016","Daniel.Paille","L","NYR",12,20152016,31,"NA","NA",0,0,0,0,0,0,2,30.08,95.75,0,-38.85,11.29
"pakarii9120152016","Iiro.Pakarinen","RL","EDM",63,20152016,24,"0.843","0.818",5,8,13,0.45,0.72,1.17,6,43.31,98.25,6.58,-1.27,10.63
"palaton9120152016","Ondrej.Palat","L","T.B",72,20152016,24,"3.200","3.333",18,26,44,0.84,1.21,2.05,12,53.7,101.31,13.33,7.36,17.91
"paliomi9320152016","Michael.Paliotta","D","CBJ",1,20152016,22,"0.925","0.925",0,0,0,0,0,0,-2,27.27,110.71,0,59.52,8.57
"palmiky9120152016","Kyle.Palmieri","RL","N.J",82,20152016,24,"1.600","1.467",30,27,57,1.23,1.11,2.34,27,51.47,104.01,13.51,11.22,17.83
"panarar9120152016","Artemi.Panarin","F","CHI",87,20152016,23,"0.700","0.812",32,52,84,1.2,1.95,3.15,4,57.93,103.12,15.24,40.81,18.39
"panikri9120152016","Richard.Panik","RL","CHI",36,20152016,24,"0.975","0.975",6,5,11,0.89,0.74,1.64,4,50.4,102.61,12.24,11.59,11.19
"paquece9320152016","Cedric.Paquette","C","T.B",66,20152016,22,"0.650","0.633",6,6,12,0.43,0.43,0.86,10,44.87,98.86,9.84,-8.43,12.63
"parayco9320152016","Colton.Parayko","D","STL",93,20152016,22,"0.792","0.859",11,27,38,0.36,0.88,1.24,0,53.93,103.32,5.61,6.09,19.82
"pardyad8420152016","Adam.Pardy","D","WPG/EDM",23,20152016,31,"1.000","1.000",0,4,4,0,0.66,0.66,-2,43.36,94.85,0,-4.37,15.88
"parenpa8320152016","P.A..Parenteau","R","TOR",77,20152016,32,"NA","NA",20,21,41,0.97,1.02,1.98,-8,61.25,100,11.9,22.37,16.1
